rainfall_24h_mm,rainfall_72h_mm,soil_moisture_pct,slope_angle_deg,vulnerability_index,pore_water_pressure_kpa,elevation_m,vegetation_ndvi,landslide_probability_true,landslide_occurred
12.41,41.27,44.05,37.2,58.38,1.31,2989.1,0.402,0.5134,1
238.23,559.21,70.84,38.08,57.98,24.71,2130.2,0.375,0.9979,1
48.04,111.04,47.69,33.03,59.27,3.36,1718.6,0.429,0.6554,1
112.44,296.28,61.16,45.82,81.19,13.35,249.2,0.321,0.9806,1
33.32,87.0,28.87,39.32,70.48,1.57,1348.4,0.347,0.6796,1
39.47,117.63,38.6,34.8,69.74,2.43,476.7,0.43,0.6528,1
101.17,295.61,62.84,41.35,98.99,11.02,923.9,0.248,0.98,1
176.76,522.02,77.24,59.88,77.97,31.13,426.2,0.265,0.999,1
43.62,103.92,39.05,37.57,39.52,3.91,3159.1,0.44,0.6311,1
51.22,176.43,50.55,52.85,70.35,5.35,2536.2,0.363,0.8812,1
43.88,153.12,47.03,35.42,66.69,4.03,1699.2,0.43,0.8338,1
6.15,20.02,35.09,24.94,60.13,0.26,3272.5,0.34,0.2768,0
94.04,287.4,54.74,31.41,80.41,9.96,888.1,0.399,0.9388,1
113.4,331.52,48.25,37.2,70.38,13.35,3346.9,0.4,0.96,1
8.19,35.6,45.52,31.9,29.43,0.85,444.9,0.464,0.4123,0
16.63,88.11,45.13,18.45,34.1,1.04,2839.1,0.7,0.3367,0
117.06,299.2,48.18,52.53,33.7,13.91,1284.6,0.391,0.9735,1
68.74,135.43,33.66,49.16,74.32,3.43,635.5,0.214,0.8931,1
131.8,440.76,46.94,45.5,72.99,8.42,2383.3,0.219,0.9888,1
6.99,31.49,28.53,30.15,76.71,0.31,2296.8,0.442,0.6042,1
110.77,279.97,47.05,28.29,49.33,7.21,3282.8,0.507,0.8767,1
158.1,490.74,74.04,25.71,82.17,17.47,1111.2,0.284,0.9938,1
236.51,729.48,86.7,44.93,45.02,32.84,2728.3,0.464,0.9993,1
88.28,199.51,53.97,53.33,29.24,9.38,3241.1,0.493,0.8925,1
170.96,333.24,48.52,37.46,56.94,16.57,1705.7,0.408,0.9815,1
35.8,75.92,45.12,28.24,60.07,3.06,1576.1,0.508,0.5757,1
40.4,99.41,45.83,39.31,67.61,2.94,1416.2,0.261,0.7795,1
186.09,528.17,65.93,35.52,63.65,29.93,3446.5,0.365,0.9971,1
6.4,16.47,30.08,36.16,47.17,0.31,2207.3,0.49,0.2684,0
62.85,164.88,40.79,42.0,64.6,4.41,3243.8,0.598,0.8539,1
218.68,558.9,85.03,44.77,71.49,32.52,1683.2,0.391,0.999,1
34.37,77.73,47.79,27.87,60.61,2.02,3111.2,0.446,0.6301,1
172.51,526.36,62.76,23.6,43.73,19.03,1726.4,0.455,0.9873,1
152.7,438.54,63.33,59.55,49.87,15.86,720.3,0.304,0.9918,1
7.95,48.61,37.75,32.31,81.87,0.39,2176.9,0.473,0.5377,1
159.32,479.46,51.06,24.88,22.44,18.34,3069.1,0.685,0.966,1
13.32,33.56,25.7,30.93,63.99,0.73,313.0,0.537,0.4636,0
126.3,314.34,42.22,23.86,50.16,8.36,1135.9,0.492,0.9084,1
35.85,130.39,32.34,36.57,33.01,1.78,3322.7,0.484,0.5112,1
19.05,57.19,29.05,47.55,48.4,1.31,1091.7,0.305,0.5368,1
149.51,453.89,69.53,35.33,61.14,15.03,1514.6,0.478,0.9869,1
32.35,93.05,40.99,37.77,72.29,3.1,1282.0,0.473,0.7167,1
27.84,90.21,46.94,43.49,40.04,1.7,1059.5,0.43,0.6808,1
13.33,71.15,37.68,39.23,81.67,1.15,1493.8,0.261,0.7239,1
28.4,114.44,30.81,49.9,33.92,1.67,3010.9,0.336,0.6003,1
55.6,141.07,29.09,50.11,25.29,3.57,1288.8,0.554,0.7233,1
9.29,79.07,43.19,20.95,30.88,0.53,2521.0,0.525,0.2723,0
130.72,279.92,60.95,46.69,95.22,13.91,1011.4,0.168,0.9894,1
217.82,605.84,64.32,38.14,33.25,25.02,797.2,0.375,0.9982,1
228.41,524.91,56.53,58.57,44.19,24.14,2863.3,0.406,0.997,1
30.87,80.23,44.72,38.64,40.32,2.78,621.8,0.704,0.4798,0
9.35,44.38,37.53,58.28,64.61,0.6,2752.3,0.352,0.6773,1
99.7,189.23,42.67,45.9,62.27,7.58,2300.3,0.243,0.9321,1
300.21,750.0,87.97,32.79,44.17,44.4,1969.7,0.44,0.9998,1
170.1,333.78,62.15,39.92,17.93,22.29,1719.9,0.373,0.9837,1
86.22,300.29,47.6,59.12,85.75,9.77,1966.8,0.32,0.9717,1
42.23,137.37,39.79,49.73,79.21,2.27,613.3,0.244,0.8357,1
199.56,605.12,64.62,27.26,79.29,20.29,1013.6,0.423,0.9977,1
97.99,336.25,59.52,44.39,37.07,8.66,262.8,0.456,0.9259,1
5.93,100.94,51.14,35.44,32.65,0.73,2506.7,0.593,0.3367,0
14.41,58.49,30.85,20.48,75.49,0.88,2832.4,0.445,0.5135,1
33.08,78.61,48.02,36.84,44.18,2.2,2475.6,0.543,0.563,1
33.31,124.65,44.6,32.37,38.83,2.55,2538.7,0.523,0.5315,1
240.56,535.92,66.62,48.17,41.21,29.1,3049.6,0.358,0.9987,1
42.9,141.83,49.58,35.23,74.34,4.27,2516.9,0.404,0.8115,1
155.36,400.81,56.64,48.5,47.59,13.02,1356.6,0.414,0.9843,1
78.6,149.64,35.12,18.73,40.06,5.11,989.8,0.549,0.5581,1
9.29,27.71,22.21,34.46,56.97,0.46,1554.5,0.397,0.384,0
42.68,147.64,27.31,32.57,68.69,2.4,1728.6,0.56,0.6561,1
64.37,139.68,47.41,32.34,54.98,4.08,1100.1,0.605,0.7679,1
13.21,48.74,42.15,25.75,52.7,1.33,1169.3,0.43,0.3961,0
84.5,178.1,49.16,30.83,71.7,6.81,2542.4,0.295,0.8982,1
19.82,58.95,35.93,40.34,83.38,1.25,884.2,0.341,0.6842,1
58.35,174.47,49.76,34.01,64.18,6.1,2732.6,0.446,0.8019,1
126.72,305.09,62.19,37.17,34.14,14.18,1049.2,0.556,0.9473,1
43.84,135.42,34.92,36.21,50.99,3.01,1541.2,0.422,0.6928,1
20.99,102.04,29.06,50.55,70.34,1.11,1109.4,0.485,0.6457,1
174.4,497.44,64.93,52.0,29.24,18.12,2911.3,0.576,0.99,1
52.97,183.89,47.91,38.86,42.46,4.5,1500.7,0.594,0.6939,1
27.69,78.71,46.67,35.05,70.33,2.07,3429.2,0.292,0.758,1
167.92,491.63,62.78,27.69,83.8,18.8,2182.5,0.21,0.9969,1
6.19,32.26,39.98,54.99,53.35,0.36,255.0,0.265,0.5831,1
24.56,73.62,21.7,25.28,90.16,0.68,2890.0,0.415,0.6289,1
42.34,147.52,52.92,34.18,46.5,4.72,2474.5,0.532,0.6518,1
32.99,73.3,45.94,34.2,95.97,2.07,1045.2,0.275,0.7858,1
75.48,178.77,47.87,34.79,59.68,8.2,1086.1,0.452,0.8724,1
111.09,315.31,58.01,30.02,88.6,10.78,1824.4,0.462,0.9651,1
179.85,486.48,70.93,46.87,73.11,19.44,2399.2,0.429,0.9964,1
285.85,630.17,73.47,28.38,40.88,36.39,3169.0,0.41,0.999,1
43.81,181.26,53.85,42.36,85.49,3.29,748.8,0.283,0.8884,1
9.0,20.61,40.98,28.44,70.13,0.85,752.2,0.325,0.5404,1
62.42,151.11,36.43,25.88,63.84,3.22,2500.6,0.203,0.804,1
21.07,54.44,47.59,52.22,74.26,1.85,1248.9,0.311,0.7254,1
161.45,505.71,62.53,30.93,51.17,14.24,949.4,0.327,0.9878,1
9.03,28.32,31.12,48.26,70.95,0.35,2468.6,0.226,0.6636,1
104.55,343.32,52.71,40.07,74.71,12.33,399.6,0.202,0.966,1
31.46,111.38,52.99,26.28,36.91,3.21,1953.5,0.627,0.5469,1
10.23,57.07,29.82,55.14,78.25,0.4,2314.0,0.309,0.7721,1
35.74,84.62,50.8,32.74,42.02,4.29,1469.5,0.7,0.5819,1
53.69,136.38,47.1,49.83,28.07,4.33,614.8,0.552,0.7189,1
74.52,181.3,38.23,30.19,66.51,5.0,1330.5,0.378,0.8412,1
39.04,142.16,46.25,49.58,11.94,3.33,1623.1,0.582,0.5529,1
125.36,379.48,71.8,21.41,93.64,13.43,731.6,0.38,0.9822,1
44.31,90.25,41.21,39.29,45.43,3.5,1811.8,0.463,0.6178,1
148.1,496.14,58.73,46.4,51.94,13.26,1318.1,0.337,0.9884,1
164.45,538.21,67.79,53.7,66.64,25.49,3170.0,0.364,0.996,1
131.18,360.98,46.48,52.21,56.33,13.87,412.2,0.317,0.9767,1
217.64,546.29,67.7,48.2,56.9,26.82,2410.9,0.33,0.9983,1
49.56,146.25,45.14,51.13,78.82,4.23,2582.4,0.271,0.8642,1
12.51,23.96,38.89,31.24,22.89,1.21,2209.5,0.62,0.248,0
16.26,108.16,37.39,33.81,72.65,1.36,1922.0,0.293,0.6872,1
109.43,285.08,52.77,33.95,38.34,7.4,580.4,0.531,0.9312,1
173.44,388.9,59.23,36.22,74.0,14.63,2207.0,0.263,0.9915,1
55.2,174.47,61.65,36.6,90.09,6.72,2069.9,0.275,0.9183,1
22.41,57.35,41.61,40.07,86.1,1.57,3212.3,0.267,0.6921,1
45.23,243.12,63.38,29.86,46.22,6.44,3078.2,0.561,0.7986,1
18.71,73.23,38.75,43.94,21.12,1.47,267.8,0.541,0.4475,0
38.33,110.79,38.73,30.14,57.52,3.69,3449.2,0.533,0.6488,1
69.19,158.27,55.02,34.52,30.0,4.63,2066.0,0.602,0.6945,1
44.14,152.53,49.73,39.1,64.44,3.88,3222.7,0.562,0.7581,1
12.46,37.69,25.83,47.34,34.26,0.56,692.5,0.318,0.3959,0
33.44,124.32,43.99,45.41,30.92,2.6,2498.0,0.421,0.6347,1
14.35,41.24,25.87,42.65,40.85,0.87,1712.7,0.336,0.5108,1
38.49,82.23,28.52,29.71,44.41,1.9,642.6,0.542,0.517,1
105.67,211.92,55.12,40.13,23.83,13.02,275.0,0.546,0.8778,1
50.95,155.03,54.87,26.77,28.5,5.65,913.7,0.514,0.6415,1
21.8,87.68,29.23,36.22,73.18,1.17,255.2,0.404,0.6324,1
99.03,278.55,59.43,37.08,57.11,12.36,2172.7,0.52,0.9205,1
17.98,59.99,46.29,23.92,57.05,1.25,1206.3,0.362,0.5746,1
7.88,20.67,42.59,33.53,67.05,0.46,3347.1,0.406,0.5476,1
59.66,177.46,46.47,55.16,30.37,6.81,2287.5,0.438,0.7465,1
39.87,85.84,42.7,55.0,79.22,2.91,2720.3,0.175,0.8461,1
33.01,119.17,45.36,35.61,75.61,2.39,1631.4,0.292,0.7388,1
53.93,128.43,36.57,24.16,82.28,3.05,1081.7,0.385,0.8352,1
45.36,128.29,44.03,30.55,32.19,4.01,2732.3,0.561,0.4744,0
197.01,506.33,64.95,36.58,61.36,31.93,1743.4,0.491,0.9968,1
34.76,153.8,41.83,54.57,80.4,3.44,3498.5,0.292,0.8877,1
67.46,165.41,41.73,29.15,77.3,4.84,2155.4,0.453,0.7782,1
29.51,73.56,41.57,46.2,75.36,2.9,2989.0,0.396,0.7889,1
63.18,140.28,38.2,27.78,42.41,4.33,1150.1,0.646,0.55,1
40.36,109.87,53.51,57.55,99.89,2.9,1608.7,0.187,0.9022,1
1.86,28.56,27.39,36.33,88.18,0.07,994.0,0.177,0.6558,1
32.5,79.5,51.19,46.59,68.19,2.52,2758.9,0.461,0.7333,1
103.56,263.97,53.47,35.36,65.1,13.25,2698.9,0.579,0.9158,1
127.13,278.7,61.3,42.17,69.94,19.27,2155.8,0.349,0.9726,1
33.22,106.25,42.38,31.0,33.59,2.11,2612.6,0.686,0.3763,0
35.76,71.94,29.05,29.34,43.99,1.79,1389.9,0.56,0.386,0
7.91,28.7,37.4,53.91,63.66,0.73,3097.6,0.37,0.5647,1
37.99,123.27,35.83,52.67,96.69,3.13,3243.6,0.227,0.9186,1
14.37,42.53,32.32,51.1,43.56,0.82,2391.1,0.281,0.6546,1
17.81,56.55,49.57,42.11,79.6,1.58,1430.8,0.335,0.711,1
30.39,96.0,23.87,47.77,88.33,1.7,2977.9,0.399,0.7039,1
64.43,179.14,44.8,25.79,92.68,3.57,3436.0,0.42,0.9052,1
129.19,291.75,60.97,35.16,92.79,18.98,2110.7,0.31,0.9873,1
124.87,310.0,50.6,34.62,94.02,8.32,2377.5,0.192,0.9833,1
33.94,86.31,50.37,42.38,67.73,4.05,3007.1,0.439,0.7079,1
30.86,148.25,42.68,35.7,66.67,1.69,2419.7,0.405,0.7282,1
46.26,122.06,39.96,29.43,94.47,4.55,849.5,0.359,0.7817,1
75.64,248.85,42.37,41.36,54.63,3.88,1596.3,0.385,0.8744,1
23.67,83.2,44.23,48.0,80.91,2.57,2219.7,0.348,0.8482,1
15.61,46.02,34.18,36.34,32.43,0.68,1730.5,0.597,0.4128,0
48.99,117.01,54.35,28.79,19.19,3.63,2443.9,0.617,0.4103,0
17.73,106.39,50.37,31.16,54.23,2.19,1129.1,0.579,0.5763,1
37.02,128.23,42.7,32.46,79.26,3.52,723.9,0.454,0.713,1
112.83,324.16,50.1,34.25,42.2,12.96,293.8,0.517,0.9156,1
19.28,71.85,36.38,42.58,47.41,1.24,328.5,0.405,0.5363,1
63.62,160.05,48.03,41.47,70.19,3.99,1377.2,0.328,0.8325,1
45.7,179.19,43.83,44.09,83.82,2.79,271.8,0.152,0.9192,1
34.55,97.41,49.52,35.86,50.27,4.11,1096.6,0.373,0.7036,1
14.54,61.76,46.64,48.37,85.88,1.15,1894.2,0.262,0.7413,1
4.49,57.62,25.27,31.4,78.68,0.25,2655.7,0.406,0.6437,1
146.93,366.53,69.79,38.32,60.97,21.51,2143.5,0.411,0.9905,1
174.24,563.33,88.06,47.5,69.95,27.86,1964.1,0.404,0.9982,1
14.28,46.08,28.16,30.59,46.19,0.93,999.0,0.516,0.52,1
21.68,73.22,33.16,27.83,46.4,1.47,252.0,0.453,0.4201,0
20.9,76.66,42.53,50.92,95.55,1.92,628.2,0.172,0.7968,1
32.18,117.96,55.28,35.37,65.63,4.07,3440.0,0.444,0.6886,1
13.6,33.52,47.2,43.73,60.12,0.96,3261.6,0.292,0.6263,1
211.47,674.61,72.89,22.72,52.94,24.37,1226.8,0.49,0.9979,1
97.07,197.54,56.44,43.91,47.24,11.95,1259.2,0.466,0.9057,1
101.83,235.93,45.54,34.68,43.3,10.56,3141.4,0.408,0.876,1
34.04,106.03,36.09,25.0,15.04,2.43,459.2,0.584,0.4417,0
127.29,373.01,67.99,41.7,53.57,21.56,765.7,0.413,0.9815,1
6.65,26.71,38.22,32.56,85.71,0.6,589.1,0.366,0.5579,1
73.3,183.27,39.83,36.45,37.39,6.54,3074.0,0.527,0.6334,1
93.23,271.77,53.2,26.42,86.46,7.53,221.8,0.384,0.9235,1
21.91,50.64,33.12,29.38,76.27,1.18,247.7,0.391,0.6567,1
59.26,181.8,42.93,34.19,16.88,4.25,2885.7,0.547,0.5779,1
57.96,178.15,54.26,26.89,14.6,4.15,2301.8,0.709,0.6174,1
68.85,201.09,55.45,52.3,22.84,8.21,2058.5,0.397,0.8195,1
23.55,52.63,29.96,20.31,80.59,1.22,3245.4,0.509,0.4359,0
63.36,215.75,58.51,38.65,72.97,7.44,1795.1,0.364,0.9177,1
71.86,143.17,38.64,28.41,39.23,5.89,1740.6,0.513,0.6885,1
15.37,207.81,39.15,34.45,83.05,0.73,1588.5,0.367,0.7365,1
37.7,147.41,34.3,53.16,74.39,1.63,2352.4,0.218,0.8309,1
161.73,490.71,62.69,29.93,61.29,16.58,1266.5,0.519,0.9896,1
380.0,750.0,94.51,55.99,81.75,65.0,2405.7,0.296,1.0,1
51.72,115.44,29.79,31.46,35.13,2.81,2522.1,0.483,0.5655,1
26.86,68.96,42.22,45.48,63.9,2.74,897.8,0.398,0.6841,1
135.2,421.32,64.45,40.12,15.74,13.37,2163.3,0.502,0.9729,1
40.36,94.87,57.16,50.96,64.89,3.08,2598.4,0.251,0.8991,1
338.6,750.0,73.88,40.3,68.18,33.74,3372.0,0.394,0.9999,1
34.27,110.11,47.49,39.83,29.94,2.43,3298.4,0.489,0.5593,1
200.68,558.07,70.25,31.11,58.53,21.25,876.7,0.439,0.9959,1
212.9,550.76,69.36,30.09,66.53,25.0,2105.1,0.511,0.9966,1
64.24,211.4,38.71,52.61,77.41,4.81,1748.9,0.332,0.9112,1
37.48,102.5,26.59,34.99,59.12,1.52,1352.5,0.492,0.5258,1
128.47,364.32,53.51,36.1,68.56,12.86,1329.1,0.318,0.9825,1
23.14,93.99,34.02,46.07,31.91,1.43,3404.1,0.458,0.6487,1
40.66,115.23,29.23,35.27,52.5,1.9,320.8,0.506,0.5912,1
90.11,295.28,57.95,54.89,11.64,9.21,3013.4,0.574,0.8775,1
11.59,60.05,36.82,45.36,37.92,0.72,1696.5,0.443,0.3774,0
45.39,150.39,41.03,41.38,44.26,4.53,2070.0,0.348,0.7131,1
255.44,750.0,75.38,50.79,75.04,24.83,2639.5,0.347,0.9998,1
113.92,277.7,51.03,24.61,87.8,12.77,1706.0,0.441,0.9583,1
28.46,116.84,41.01,33.04,58.19,1.87,3458.2,0.438,0.5785,1
38.94,147.89,61.05,38.23,27.41,3.43,3063.2,0.555,0.6769,1
31.15,89.21,36.82,32.13,78.02,2.67,904.4,0.272,0.6648,1
170.89,518.73,59.06,45.56,16.08,18.27,2412.4,0.588,0.988,1
22.18,124.33,38.37,52.76,57.42,1.59,1768.7,0.383,0.7495,1
166.49,340.83,52.07,37.31,37.6,15.09,1391.6,0.433,0.9727,1
4.21,32.01,29.81,35.35,66.52,0.22,1360.5,0.511,0.5235,1
14.61,74.3,43.99,55.63,17.66,1.35,737.1,0.339,0.4643,0
91.1,223.52,45.81,37.79,59.3,9.13,1710.3,0.425,0.9426,1
25.74,63.34,39.32,38.77,63.7,2.25,2165.7,0.495,0.5084,1
87.04,225.12,51.52,35.59,60.81,8.44,2834.5,0.583,0.8473,1
36.39,125.51,35.0,52.23,72.69,2.69,1153.0,0.215,0.756,1
49.06,153.28,36.88,40.66,58.87,4.0,2753.6,0.42,0.7461,1
28.5,75.33,46.44,46.15,29.09,2.76,2027.4,0.462,0.408,0
43.49,144.34,42.86,47.9,62.16,2.71,1051.5,0.354,0.8106,1
136.22,319.17,56.51,35.34,51.25,16.36,2797.1,0.462,0.9667,1
104.23,292.45,67.03,37.54,68.41,14.27,2189.5,0.419,0.9592,1
49.45,136.02,51.97,49.35,59.97,3.41,3351.1,0.534,0.7876,1
42.0,135.61,48.78,35.88,72.2,4.18,1151.8,0.477,0.7709,1
51.03,125.2,51.06,47.25,57.51,6.09,3411.3,0.253,0.8397,1
195.62,507.97,72.64,54.11,70.72,24.69,2033.3,0.232,0.9983,1
165.04,496.46,60.81,42.05,41.77,13.79,1700.8,0.511,0.9881,1
14.32,36.77,44.63,45.48,56.78,1.27,3087.3,0.295,0.6256,1
232.44,429.43,73.45,47.65,45.61,25.79,721.0,0.322,0.9964,1
83.41,211.49,51.72,49.21,24.01,8.23,1724.6,0.441,0.8371,1
18.92,84.32,42.79,36.65,74.68,1.68,614.1,0.434,0.7197,1
45.29,105.42,51.92,24.72,81.56,4.38,2223.6,0.482,0.6978,1
38.36,113.97,42.84,36.81,73.03,2.63,340.2,0.302,0.7245,1
6.87,29.87,47.18,43.44,52.91,0.75,3434.6,0.258,0.5002,1
31.57,115.76,34.71,37.91,58.12,1.51,226.9,0.5,0.5766,1
49.28,148.34,36.6,45.72,94.49,2.27,3276.2,0.319,0.899,1
42.56,115.49,47.12,35.72,55.72,4.57,2325.9,0.447,0.747,1
10.85,21.07,33.3,42.36,80.98,0.45,2915.1,0.308,0.6665,1
14.98,50.26,42.86,30.81,59.1,1.18,1381.8,0.448,0.5288,1
73.2,178.63,40.21,45.73,31.83,5.59,1005.2,0.476,0.7932,1
143.67,359.0,64.0,40.1,54.2,15.08,771.4,0.375,0.9854,1
96.32,324.22,67.05,31.4,62.18,10.07,1953.0,0.538,0.9415,1
146.75,450.19,71.37,34.03,62.69,22.65,1079.7,0.26,0.9941,1
128.11,388.88,64.31,45.71,15.45,13.81,3104.4,0.606,0.9677,1
63.42,155.38,49.27,38.63,42.51,4.25,298.8,0.4,0.6991,1
175.47,466.96,73.4,31.79,46.07,23.21,479.0,0.331,0.9924,1
29.0,63.93,41.89,56.12,73.12,2.6,912.2,0.311,0.7613,1
70.4,270.13,62.46,44.66,80.53,7.04,471.7,0.355,0.9544,1
35.85,120.28,37.25,55.27,51.62,1.83,2932.4,0.332,0.7698,1
18.47,50.82,36.54,37.39,67.51,1.11,213.3,0.433,0.6925,1
47.89,188.31,39.96,38.46,73.97,3.65,2350.5,0.211,0.8199,1
21.78,51.98,46.67,51.62,18.21,1.35,1703.1,0.582,0.363,0
59.78,195.24,35.98,39.6,30.42,3.24,2750.0,0.41,0.7649,1
9.55,29.83,28.59,44.42,75.13,0.67,1554.3,0.395,0.5992,1
38.52,123.91,37.12,32.9,34.18,2.1,2328.7,0.526,0.4986,0
42.31,103.21,27.74,37.83,92.66,1.51,2309.5,0.309,0.7758,1
14.68,38.34,46.91,28.42,50.55,1.21,1400.7,0.357,0.4657,0
114.7,387.5,74.22,31.46,96.23,11.03,576.8,0.472,0.9875,1
26.6,63.62,49.21,18.91,43.81,1.59,1629.0,0.654,0.4055,0
7.02,15.5,29.93,23.88,80.92,0.26,3087.7,0.35,0.5139,1
32.0,78.68,25.2,57.1,46.74,1.28,2828.1,0.475,0.6782,1
11.36,57.35,30.21,32.6,62.05,0.44,1425.7,0.402,0.5439,1
147.49,474.42,75.42,43.14,66.07,16.14,3062.0,0.333,0.9939,1
48.4,134.53,34.86,48.97,67.84,3.45,1647.8,0.228,0.7819,1
134.14,357.98,70.78,40.22,76.07,14.95,847.6,0.33,0.9856,1
17.81,60.02,50.35,29.61,50.29,1.75,3051.2,0.482,0.3715,0
18.06,37.73,33.07,45.06,60.66,1.04,1829.0,0.311,0.715,1
21.59,100.86,40.34,41.45,66.45,2.05,1631.6,0.43,0.742,1
16.39,63.64,39.24,45.15,55.19,1.35,975.2,0.515,0.5279,1
132.96,256.51,44.32,46.41,54.84,13.6,2723.2,0.444,0.9626,1
141.18,287.88,54.17,56.9,83.84,14.34,2015.7,0.107,0.9901,1
102.62,263.49,52.0,40.78,74.68,11.82,884.2,0.229,0.9709,1
12.12,59.62,49.39,35.34,39.82,1.2,1055.7,0.509,0.4886,0
40.12,147.44,34.56,42.73,30.8,3.01,1462.1,0.563,0.5823,1
79.66,217.1,44.92,25.76,31.0,7.48,1963.3,0.549,0.7452,1
26.9,90.22,38.98,51.59,86.57,1.67,2857.1,0.262,0.797,1
44.81,123.59,36.56,28.25,86.96,2.23,883.9,0.374,0.7882,1
233.29,692.61,80.79,34.99,33.29,42.37,2637.3,0.491,0.9986,1
45.16,81.89,49.2,48.05,51.18,2.89,3223.6,0.425,0.7465,1
18.59,44.36,40.3,41.38,63.34,1.49,1505.7,0.407,0.5019,1
39.16,86.24,43.17,36.61,52.92,4.2,1407.2,0.52,0.623,1
11.41,30.59,42.55,38.42,65.21,0.7,1776.4,0.305,0.5856,1
9.4,66.86,36.97,49.61,53.25,0.75,2896.4,0.24,0.6406,1
131.3,277.5,58.65,35.3,44.13,18.78,505.4,0.475,0.9438,1
79.19,170.48,30.61,50.27,37.61,4.47,1478.0,0.388,0.7728,1
80.14,239.38,66.67,26.81,66.88,10.39,296.8,0.392,0.9259,1
41.77,222.32,54.02,46.65,64.21,3.79,1908.9,0.282,0.876,1
66.6,171.93,50.31,49.31,32.22,5.95,3315.6,0.525,0.8277,1
171.27,434.65,66.22,30.65,28.17,22.9,728.8,0.543,0.9821,1
65.48,208.68,50.87,37.46,58.31,7.77,1042.8,0.606,0.8394,1
211.93,497.09,63.26,30.07,72.63,32.69,2506.4,0.387,0.9974,1
69.49,163.06,32.8,44.4,50.27,4.34,2478.7,0.357,0.8218,1
21.14,66.33,32.79,39.85,60.82,1.54,2169.2,0.473,0.5606,1
121.72,315.58,41.19,42.38,43.33,10.82,997.7,0.604,0.9383,1
85.46,257.4,50.24,31.15,51.9,6.53,419.7,0.431,0.9215,1
20.92,80.67,31.85,31.65,62.2,1.2,933.5,0.504,0.6217,1
59.22,164.7,44.67,24.04,32.68,5.52,2308.9,0.47,0.6734,1
21.1,90.61,28.54,34.84,72.01,0.82,1177.6,0.366,0.4987,0
9.75,36.17,36.33,40.44,51.86,0.83,2977.7,0.337,0.4549,0
47.48,152.95,47.66,49.75,92.33,3.9,2233.6,0.28,0.9112,1
26.76,75.52,32.77,43.25,39.63,1.57,365.0,0.435,0.4902,0
47.86,126.87,32.87,37.57,79.04,3.67,491.0,0.295,0.8182,1
24.39,53.33,41.51,54.96,98.37,1.44,1126.0,0.28,0.8293,1
2.85,104.3,29.12,44.78,70.21,0.1,2092.8,0.247,0.659,1
1.09,11.96,39.46,53.41,45.55,0.07,3291.7,0.547,0.42,0
39.05,122.91,42.84,39.66,62.35,2.33,540.7,0.442,0.6592,1
7.32,20.54,24.79,33.09,92.74,0.45,2941.2,0.404,0.5336,1
72.91,165.01,56.41,24.82,80.61,7.96,2090.3,0.51,0.8888,1
3.6,29.1,23.74,44.99,33.12,0.17,1400.9,0.534,0.3249,0
57.33,185.28,43.42,28.33,40.65,5.56,2321.8,0.38,0.7706,1
13.22,43.35,37.91,34.32,85.79,0.77,2790.5,0.212,0.6869,1
48.1,157.39,34.86,39.78,18.3,3.15,1383.8,0.46,0.6206,1
122.6,330.0,61.51,40.55,55.29,10.44,3235.0,0.378,0.9771,1
18.99,42.55,37.51,41.46,87.89,0.94,2018.1,0.408,0.6421,1
23.62,73.02,45.92,30.1,75.58,1.92,717.8,0.284,0.737,1
137.47,264.15,59.31,36.28,88.77,19.46,2004.4,0.244,0.9725,1
21.86,74.2,38.53,41.89,70.08,1.49,2726.1,0.309,0.672,1
33.71,85.0,45.95,56.35,54.64,2.77,2135.7,0.344,0.8406,1
16.72,77.68,31.23,45.04,70.14,1.21,2127.6,0.384,0.646,1
21.88,61.85,47.35,52.96,52.02,1.63,291.6,0.281,0.7497,1
17.29,90.32,42.73,46.15,69.52,1.36,1729.0,0.464,0.7027,1
7.61,46.88,31.76,41.24,66.81,0.34,1406.4,0.413,0.567,1
189.94,605.35,76.71,31.0,12.73,33.51,344.5,0.623,0.9924,1
29.74,145.67,44.44,43.24,40.84,1.65,2447.9,0.46,0.654,1
18.65,91.42,49.06,42.06,20.8,1.59,804.3,0.401,0.4502,0
28.82,87.1,42.95,41.51,74.86,1.93,1354.7,0.333,0.7899,1
17.52,56.87,47.37,38.79,85.42,1.27,2106.1,0.328,0.7819,1
130.46,345.09,52.22,39.69,35.45,10.34,1652.9,0.548,0.9433,1
154.99,502.68,64.5,35.16,13.05,16.8,2515.8,0.643,0.9745,1
15.98,69.0,31.81,39.47,74.33,1.21,2987.7,0.471,0.6717,1
177.57,388.78,60.31,31.19,53.38,22.72,758.5,0.488,0.9803,1
64.89,176.18,39.56,47.66,85.93,6.05,1119.4,0.178,0.943,1
29.0,90.84,48.7,30.79,41.38,2.06,813.2,0.602,0.4952,0
10.24,67.08,29.2,26.65,65.03,0.69,1847.3,0.585,0.4199,0
51.4,184.1,47.51,37.59,40.76,4.3,461.5,0.524,0.7353,1
5.22,54.46,32.53,43.0,95.36,0.42,2646.2,0.4,0.7673,1
95.92,225.1,61.14,37.63,88.82,11.56,622.2,0.338,0.9611,1
59.27,160.14,53.21,33.61,81.65,5.78,3324.3,0.326,0.8401,1
140.14,488.46,68.92,40.4,56.73,23.21,2973.2,0.366,0.9928,1
135.12,458.13,73.97,35.47,69.2,16.95,3398.7,0.283,0.9919,1
